question_id,question,option_a,option_b,option_c,option_d,correct_answer,domain,topic,difficulty_level,difficulty_band
DA_0881,"What is the result of np.matmul(np.eye(3), A) for any matrix A?",A transposed,A itself,Zero matrix,All ones matrix,B,Data Analyst,NumPy,Easy (L11-L25),Easy
DA_0882,Which function computes the eigenvalues of a matrix?,np.linalg.inv(),np.linalg.eig(),np.linalg.norm(),np.linalg.det(),B,Data Analyst,NumPy,Easy (L11-L25),Easy
DA_0883,What does np.linalg.norm(v) compute for a vector v?,Sum of elements,Euclidean norm (magnitude),Maximum element,Mean value,B,Data Analyst,NumPy,Easy (L11-L25),Easy
DA_0884,Which function solves a linear system Ax = b?,np.linalg.inv(),np.linalg.solve(),np.linalg.det(),np.dot(),B,Data Analyst,NumPy,Easy (L11-L25),Easy
DA_0885,What does np.linalg.rank(A) return?,Number of rows,Number of columns,Rank of the matrix,Determinant,C,Data Analyst,NumPy,Easy (L11-L25),Easy
DA_0886,"What does np.cross(a, b) compute for 3D vectors?",Dot product,Element-wise product,Cross product,Sum of vectors,C,Data Analyst,NumPy,Easy (L11-L25),Easy
DA_0899,What is a Pandas Series?,A 2D labeled array,A 1D labeled array,A 3D tensor,A SQL table,B,Data Analyst,Pandas,Easy (L11-L25),Easy
DA_0900,"How do you create a Pandas Series from a list [10, 20, 30]?","pd.DataFrame([10,20,30])","pd.Series([10,20,30])","pd.Array([10,20,30])","pd.List([10,20,30])",B,Data Analyst,Pandas,Easy (L11-L25),Easy
DA_0901,What does series.values return?,Index labels,NumPy array of values,Series copy,Dictionary,B,Data Analyst,Pandas,Easy (L11-L25),Easy
DA_0902,How do you access the element at index 2 in a Pandas Series s?,s.get(2),s[2],s.loc[2],Both B and C,D,Data Analyst,Pandas,Easy (L11-L25),Easy
DA_0903,What does s.dtype return for a Pandas Series?,Length of series,Data type of elements,Index type,Memory usage,B,Data Analyst,Pandas,Easy (L11-L25),Easy
DA_0904,How do you convert a Pandas Series to a Python list?,list(s),s.to_list(),s.values.tolist(),All of the above,D,Data Analyst,Pandas,Easy (L11-L25),Easy
DA_0905,What does s.name return?,Data type,Number of elements,Name of the Series,Index name,C,Data Analyst,Pandas,Easy (L11-L25),Easy
DA_0906,Which method gives the index of a Pandas Series?,s.columns,s.keys(),s.index,Both B and C,D,Data Analyst,Pandas,Easy (L11-L25),Easy
DA_0908,What does s.describe() return for a numeric Series?,First 5 rows,Summary statistics,All unique values,Data types,B,Data Analyst,Pandas,Easy (L11-L25),Easy
DA_0909,What is a Pandas DataFrame?,A 1D labeled array,A 2D labeled data structure,A NumPy matrix,A Python dictionary,B,Data Analyst,Pandas,Easy (L11-L25),Easy
DA_0910,Which attribute returns the column names of a DataFrame?,df.index,df.columns,df.keys,df.names,B,Data Analyst,Pandas,Easy (L11-L25),Easy
DA_0911,How do you select a single column 'age' from a DataFrame df?,df.age(),df['age'],df.select('age'),df.col('age'),B,Data Analyst,Pandas,Easy (L11-L25),Easy
DA_0912,What does df.shape return?,"(rows, cols)","(cols, rows)",Number of rows only,Number of elements,A,Data Analyst,Pandas,Easy (L11-L25),Easy
DA_0913,Which method displays the first 5 rows of a DataFrame?,df.tail(),df.top(),df.head(),df.first(),C,Data Analyst,Pandas,Easy (L11-L25),Easy
DA_0915,How do you add a new column 'salary' with value 50000 to all rows in df?,"df.add_column('salary', 50000)",df['salary'] = 50000,df.salary = 50000,Both B and C,D,Data Analyst,Pandas,Easy (L11-L25),Easy
DA_0917,Which method removes a column from a DataFrame?,df.remove(),df.drop(),df.delete(),df.pop() only,B,Data Analyst,Pandas,Easy (L11-L25),Easy
DA_0918,What does df.tail(3) return?,First 3 rows,Last 3 rows,Middle 3 rows,Random 3 rows,B,Data Analyst,Pandas,Easy (L11-L25),Easy
DA_0919,Which function reads a CSV file into a Pandas DataFrame?,pd.load_csv(),pd.read_csv(),pd.import_csv(),pd.open_csv(),B,Data Analyst,Pandas,Easy (L11-L25),Easy
DA_0920,Which parameter in pd.read_csv() specifies the separator?,delimiter,sep,separator,Both A and B,D,Data Analyst,Pandas,Easy (L11-L25),Easy
DA_0921,How do you write a DataFrame to a CSV file without the index?,df.to_csv('file.csv'),"df.to_csv('file.csv', index=False)",df.save_csv('file.csv'),df.write_csv('file.csv'),B,Data Analyst,Pandas,Easy (L11-L25),Easy
DA_0922,Which function reads an Excel file into a Pandas DataFrame?,pd.read_excel(),pd.read_xlsx(),pd.load_excel(),pd.open_excel(),A,Data Analyst,Pandas,Easy (L11-L25),Easy
DA_0923,What does pd.read_json() do?,Reads a CSV file,Reads a JSON file,Reads an HTML file,Reads a SQL file,B,Data Analyst,Pandas,Easy (L11-L25),Easy
DA_0924,Which parameter skips the first row when reading a CSV?,skip=1,header=1,skiprows=1,offset=1,C,Data Analyst,Pandas,Easy (L11-L25),Easy
DA_0925,How do you read only the first 100 rows of a large CSV file?,"pd.read_csv('file.csv', rows=100)","pd.read_csv('file.csv', nrows=100)","pd.read_csv('file.csv', limit=100)","pd.read_csv('file.csv', head=100)",B,Data Analyst,Pandas,Easy (L11-L25),Easy
DA_0926,Which function reads an HTML table into a Pandas DataFrame?,pd.read_html(),pd.read_web(),pd.read_table(),pd.read_url(),A,Data Analyst,Pandas,Easy (L11-L25),Easy
DA_0927,How do you save a DataFrame to an Excel file?,df.to_excel('file.xlsx'),df.save_excel('file.xlsx'),df.export_excel('file.xlsx'),df.write_excel('file.xlsx'),A,Data Analyst,Pandas,Easy (L11-L25),Easy
DA_0928,What does the 'encoding' parameter in pd.read_csv() control?,File compression,Character encoding,Separator type,Header row,B,Data Analyst,Pandas,Easy (L11-L25),Easy
DA_0929,What is the difference between df.loc[] and df.iloc[]?,"loc uses integers, iloc uses labels","loc uses labels, iloc uses integers",They are the same,loc is faster than iloc,B,Data Analyst,Pandas,Easy (L11-L25),Easy
DA_0930,"What does df.iloc[2, 3] access?","Row label 2, column label 3","Third row, fourth column","Second row, third column","Fourth row, third column",B,Data Analyst,Pandas,Easy (L11-L25),Easy
DA_0931,What does df.loc['a':'c'] do?,Selects columns a to c,"Selects rows with labels a,b,c",Selects rows at integer positions 0-2,Deletes rows a to c,B,Data Analyst,Pandas,Easy (L11-L25),Easy
DA_0932,Which method returns a boolean DataFrame for conditional selection?,df.query(),df.where(),df.filter(),df.mask(),B,Data Analyst,Pandas,Easy (L11-L25),Easy
DA_0933,"How do you select multiple columns ['name','age'] from df?","df['name','age']","df[['name','age']]","df.select(['name','age'])","df.loc['name','age']",B,Data Analyst,Pandas,Easy (L11-L25),Easy
DA_0934,"What does df.at[0, 'name'] do?",Selects entire column 'name',"Accesses a single scalar at row 0, column 'name'",Selects first row,Selects all rows where name=0,B,Data Analyst,Pandas,Easy (L11-L25),Easy
DA_0935,What does df.query('age > 25') return?,Raises error,All rows where age > 25,All rows where age <= 25,Column 'age',B,Data Analyst,Pandas,Easy (L11-L25),Easy
DA_0936,How do you set a column as the DataFrame index?,df.index = df['col'],df.set_index('col'),df.reindex('col'),Both A and B,B,Data Analyst,Pandas,Easy (L11-L25),Easy
DA_0938,Which method selects rows based on integer position ranges?,df.loc[],df.iloc[],df.at[],df.iat[],B,Data Analyst,Pandas,Easy (L11-L25),Easy
DA_0939,How do you filter rows in df where 'score' column > 80?,df.filter('score > 80'),df[df['score'] > 80],df.where(score > 80),df.loc('score > 80'),B,Data Analyst,Pandas,Easy (L11-L25),Easy
DA_0940,What does df[(df['age'] > 20) & (df['age'] < 30)] do?,Age = 20 or 30,Age between 21 and 29 inclusive,Age > 20 OR age < 30,Raises error,B,Data Analyst,Pandas,Easy (L11-L25),Easy
DA_0941,Which operator is used for OR filtering in Pandas?,&,|,or,||,B,Data Analyst,Pandas,Easy (L11-L25),Easy
DA_0942,"What does df['city'].isin(['NYC','LA']) return?",Rows where city is NYC or LA,Boolean Series,True if any match,Filtered DataFrame,B,Data Analyst,Pandas,Easy (L11-L25),Easy
DA_0943,How do you negate a boolean filter in Pandas?,df.not[],~mask,!mask,df.invert(),B,Data Analyst,Pandas,Easy (L11-L25),Easy
DA_0944,What does df[df['name'].str.startswith('A')] do?,Filters names ending with A,Filters names starting with A,Converts names to uppercase,Raises error,B,Data Analyst,Pandas,Easy (L11-L25),Easy
DA_0945,Which method filters columns by name pattern?,df.filter(like='col'),df.select('col'),df.query('col'),df.find('col'),A,Data Analyst,Pandas,Easy (L11-L25),Easy
DA_0946,"What does df[df['value'].between(10, 50)] return?",Values < 10,Values > 50,Rows where value is between 10 and 50 inclusive,Rows outside that range,C,Data Analyst,Pandas,Easy (L11-L25),Easy
DA_0947,Which method sorts a DataFrame by column values?,df.order_by(),df.sort_values(),df.sort(),df.arrange(),B,Data Analyst,Pandas,Easy (L11-L25),Easy
DA_0948,How do you sort a DataFrame by 'age' in descending order?,df.sort_values('age'),"df.sort_values('age', ascending=False)","df.sort_values('age', descending=True)","df.order('age', desc=True)",B,Data Analyst,Pandas,Easy (L11-L25),Easy
DA_0950,What does the 'na_position' parameter in sort_values() control?,Missing value fill strategy,Whether NaN goes first or last,Sort direction,Column selection,B,Data Analyst,Pandas,Easy (L11-L25),Easy
DA_0951,How do you sort by multiple columns in Pandas?,"df.sort_values(['col1','col2'])","df.sort(['col1','col2'])","df.order_by(['col1','col2'])","df.sort_values('col1','col2')",A,Data Analyst,Pandas,Easy (L11-L25),Easy
DA_0952,Which method renames columns in a DataFrame?,df.rename(),df.relabel(),df.change_columns(),df.alter(),A,Data Analyst,Pandas,Easy (L11-L25),Easy
DA_0953,What does df.rename(columns={'old':'new'}) do?,Deletes 'old' column,Renames column 'old' to 'new',Adds a new column 'new',Duplicates column 'old',B,Data Analyst,Pandas,Easy (L11-L25),Easy
DA_0954,How do you drop a row with index 2 from a DataFrame?,df.drop(2),"df.drop(2, axis=0)",df.remove(2),Both A and B,D,Data Analyst,Pandas,Easy (L11-L25),Easy
DA_0955,How do you drop a column named 'col1' from a DataFrame?,"df.drop('col1', axis=1)",df.remove('col1'),df.delete('col1'),del df['col1'],A,Data Analyst,Pandas,Easy (L11-L25),Easy
DA_0956,"What does df.insert(1, 'new_col', values) do?",Appends column at end,Inserts column at position 1,Replaces column at position 1,Removes column at position 1,B,Data Analyst,Pandas,Easy (L11-L25),Easy
DA_0957,Which method detects missing values in a DataFrame?,df.missing(),df.isna(),df.null(),df.empty(),B,Data Analyst,Pandas,Easy (L11-L25),Easy
DA_0958,What does df.dropna() do?,Fills NaN with 0,Removes rows with any NaN,Removes columns with NaN,Replaces NaN with mean,B,Data Analyst,Pandas,Easy (L11-L25),Easy
DA_0959,How do you fill missing values with the mean of the column?,df.fillna(df.mean()),"df.replace(NaN, df.mean())",df.impute(df.mean()),df.fill(mean=True),A,Data Analyst,Pandas,Easy (L11-L25),Easy
DA_0960,What does df.isnull().sum() return?,Total rows,Count of missing values per column,True/False for each cell,Sum of all values,B,Data Analyst,Pandas,Easy (L11-L25),Easy
DA_0963,Which method replaces specific values with NaN?,df.fillna(),df.dropna(),df.replace(),df.mask(),C,Data Analyst,Pandas,Easy (L11-L25),Easy
DA_0964,What does df.notnull() return?,True for NaN values,False for NaN values,Count of non-null values,All non-null values,B,Data Analyst,Pandas,Easy (L11-L25),Easy
DA_0965,What does df.dropna(thresh=2) do?,Drops rows with more than 2 NaN,Drops rows with fewer than 2 non-null values,Keeps rows with at least 2 non-null values,Drops first 2 rows,C,Data Analyst,Pandas,Easy (L11-L25),Easy
DA_0966,Which parameter in fillna() fills values from the next valid observation?,method='ffill',method='bfill',method='pad',method='nearest',B,Data Analyst,Pandas,Easy (L11-L25),Easy
DA_0967,How do you convert all strings in a column to uppercase?,df['col'].upper(),df['col'].str.upper(),df['col'].apply(str.upper),Both B and C,D,Data Analyst,Pandas,Easy (L11-L25),Easy
DA_0968,What does df['col'].str.len() return?,Total length of column,Length of each string,Count of characters,Number of rows,B,Data Analyst,Pandas,Easy (L11-L25),Easy
DA_0969,Which method splits string column values by a delimiter?,df['col'].split(),df['col'].str.split(),df['col'].str.divide(),df['col'].explode(),B,Data Analyst,Pandas,Easy (L11-L25),Easy
DA_0971,Which method strips whitespace from both ends of strings?,df['col'].strip(),df['col'].str.strip(),df['col'].trim(),df['col'].str.trim(),B,Data Analyst,Pandas,Easy (L11-L25),Easy
DA_0972,"What does df['col'].str.replace('a', 'b') do?",Replaces first 'a' with 'b',Replaces all 'a' with 'b' in each string,Deletes 'a' from strings,Raises error,B,Data Analyst,Pandas,Easy (L11-L25),Easy
DA_0973,Which method extracts groups from regex patterns in a string column?,df['col'].str.match(),df['col'].str.extract(),df['col'].str.find(),df['col'].str.get(),B,Data Analyst,Pandas,Easy (L11-L25),Easy
DA_0974,Which function converts a string column to datetime in Pandas?,pd.to_datetime(),pd.parse_date(),pd.convert_date(),pd.make_datetime(),A,Data Analyst,Pandas,Easy (L11-L25),Easy
DA_0975,How do you extract the year from a datetime column 'date'?,df['date'].year,df['date'].dt.year,df['date'].get_year(),df['date'].extract('year'),B,Data Analyst,Pandas,Easy (L11-L25),Easy
DA_0976,What does df['date'].dt.month return?,Year,Day of month,Month number,Day of week,C,Data Analyst,Pandas,Easy (L11-L25),Easy
DA_0977,"Which method gets the day name (Monday, Tuesday...) from a datetime column?",df['date'].dt.day,df['date'].dt.day_name(),df['date'].dt.weekday,df['date'].dt.dayofweek,B,Data Analyst,Pandas,Easy (L11-L25),Easy
DA_0978,What does pd.Timedelta('1 day') represent?,1 millisecond,1 hour,1 day,1 week,C,Data Analyst,Pandas,Easy (L11-L25),Easy
DA_0979,How do you filter rows where 'date' is after '2023-01-01'?,df[df['date'] > '2023-01-01'],df.filter(date > '2023-01-01'),df.query(date > 2023),df[df['date'].after('2023-01-01')],A,Data Analyst,Pandas,Easy (L11-L25),Easy
DA_0980,What does df['date'].dt.date return?,Full datetime,Date part only,Time part only,Epoch timestamp,B,Data Analyst,Pandas,Easy (L11-L25),Easy
DA_0981,What does df.groupby('category').mean() do?,Filters by category,Computes mean of all columns for each category,Sorts by category,Counts rows per category,B,Data Analyst,Pandas,Easy (L11-L25),Easy
DA_0982,What does df.groupby('dept')['salary'].sum() compute?,Total rows per dept,Sum of salary for each department,Mean salary per dept,Max salary per dept,B,Data Analyst,Pandas,Easy (L11-L25),Easy
DA_0983,What does df.groupby('col').size() return?,Sum per group,Count of rows per group,Mean per group,Standard deviation per group,B,Data Analyst,Pandas,Easy (L11-L25),Easy
DA_0984,"What does df.groupby('category').agg({'sales':'sum','profit':'mean'}) do?",Groups and applies different aggregations to different columns,Merges two columns,Creates a pivot table,Raises error,A,Data Analyst,Pandas,Easy (L11-L25),Easy
DA_0985,What does df.groupby('col').transform('mean') do?,Returns group means as a single row,Returns group mean for each original row,Computes cumulative mean,Subtracts the group mean,B,Data Analyst,Pandas,Easy (L11-L25),Easy
DA_0986,What does the as_index=False parameter do in groupby?,Sorts the groups,"Returns grouping columns as regular columns, not index",Resets the row index,Drops the grouping column,B,Data Analyst,Pandas,Easy (L11-L25),Easy
DA_0987,Which method lists all groups and their indices in groupby?,.groups,.keys(),.items(),.indices,A,Data Analyst,Pandas,Easy (L11-L25),Easy
DA_0988,What does df.groupby('col').first() return?,First row of DataFrame,First non-null value for each group,Minimum value per group,First column only,B,Data Analyst,Pandas,Easy (L11-L25),Easy
DA_0989,Which Pandas method computes multiple aggregation functions at once?,df.aggregate(),df.agg(),df.apply(),Both A and B,D,Data Analyst,Pandas,Easy (L11-L25),Easy
DA_0991,What does df.nunique() return?,Number of rows,Number of NaN values,Number of unique values per column,Total elements,C,Data Analyst,Pandas,Easy (L11-L25),Easy
DA_0992,Which function returns the nth percentile of a column?,df['col'].quantile(n),df['col'].percentile(n),df['col'].nth(n),df['col'].percent(n),A,Data Analyst,Pandas,Easy (L11-L25),Easy
